solution_id,holding_cost,stockout_risk,service_level,total_investment,avg_safety_stock_days,strategy
1,637588.6796892748,3.4210578814253267e-10,99.9999999996579,2550354.7187571004,18.5336717311634,High Service
2,54971.62036791645,38.55992430538889,61.44007569461112,219886.481471666,2.9143911916163527,Low Cost
3,55167.90552027621,33.723535222568216,66.27646477743178,220671.622081105,2.89204053252634,Low Cost
4,64204.979979363605,26.456150144470193,73.54384985552981,256819.9199174546,2.6415881298660078,Low Cost
5,57095.79678499385,32.43779555761382,67.56220444238619,228383.18713997558,2.867967904528831,Low Cost
6,492937.0618436652,1.779436303861459e-07,99.99999982205637,1971748.2473746617,14.540234447555026,High Service
7,244864.4414271859,0.02215453079358609,99.97784546920641,979457.7657087441,7.230673402973207,High Service
8,319288.7913799322,0.001396562481114083,99.99860343751888,1277155.1655197293,9.314296180349839,High Service
9,231110.99901458813,0.0328601806456541,99.96713981935434,924443.9960583531,6.661434689944795,High Service
10,611870.7451466051,9.193984462640969e-10,99.9999999990806,2447482.9805864217,18.186258562376544,High Service
11,598449.3652287902,1.0630046842763363e-09,99.999999998937,2393797.4609151613,17.406144125475315,High Service
12,66255.95975253459,25.319345523457095,74.68065447654291,265023.83901013853,2.696529872456882,Low Cost
13,335097.4124659432,0.00066917286840662,99.99933082713159,1340389.6498637733,10.082901973969003,High Service
14,87154.79580251387,17.00512483345151,82.99487516654848,348619.18321005587,3.356449387958513,Low Cost
15,310324.28686241305,0.002469605708849687,99.99753039429115,1241297.1474496527,9.460579674494365,High Service
16,575650.9243668234,2.9626257003201313e-09,99.99999999703736,2302603.6974672945,16.958354761595686,High Service
17,91273.89166261956,14.13478736572505,85.86521263427495,365095.56665047846,3.264868060105446,Low Cost
18,402404.6605346648,1.273680577840164e-05,99.99998726319423,1609618.64213866,11.598392500545122,High Service
19,298008.36400574335,0.004838870134636908,99.99516112986537,1192033.456022974,8.876630041695028,High Service
20,83424.26390259921,18.771592929113634,81.22840707088636,333697.055610397,2.9134680993187443,Low Cost
21,88392.68582425543,15.186812615642129,84.81318738435787,353570.74329702184,3.157871792294734,Low Cost
22,79951.20258396135,19.620583846017354,80.37941615398265,319804.8103358456,3.0306708743177646,Low Cost
23,63532.668680937095,28.95247594947639,71.04752405052362,254130.67472374853,2.649054333763295,Low Cost
24,69753.28743167051,24.253844734764275,75.74615526523573,279013.14972668217,2.8970553873129137,Low Cost
25,169223.9295448984,0.7464651385367899,99.25353486146321,676895.7181795938,5.380229936936989,High Service
26,567124.4196197799,6.597108415107299e-09,99.9999999934029,2268497.6784791206,17.03958103146272,High Service
27,59271.97683122363,30.8465630048741,69.1534369951259,237087.90732489465,2.9106146581964327,Low Cost
28,620904.0395073364,8.800743467318739e-10,99.99999999911992,2483616.1580293477,18.274772150153815,High Service
29,531288.4689382408,1.926920456529757e-08,99.99999998073079,2125153.8757529636,15.544080930360696,High Service
30,176735.26759601056,0.43746821961474225,99.56253178038526,706941.0703840427,5.535969242210608,High Service
31,119204.43947145216,5.750157287801015,94.24984271219898,476817.757885809,3.7930513688510494,Low Cost
32,206946.83339423517,0.10742309631450342,99.8925769036855,827787.3335769413,6.010415154754659,High Service
33,104314.32662358614,11.100046997314621,88.89995300268538,417257.3064943447,3.4159158681429163,Low Cost
34,134329.90994781756,3.1988062454005575,96.80119375459945,537319.6397912706,4.32290731453435,Balanced
35,412777.13176750735,8.409836719791564e-06,99.99999159016329,1651108.5270700303,12.017616115480308,High Service
36,72842.60660666757,23.62170334327755,76.37829665672245,291370.4264266705,3.0631240388352143,Low Cost
37,104652.79076643696,9.667357051432608,90.33264294856738,418611.163065748,3.278250069700648,Low Cost
38,506871.85855297255,1.3413995136879464e-07,99.99999986586005,2027487.4342118914,15.114013831675985,High Service
39,471768.8066599362,5.039218775593213e-07,99.99999949607812,1887075.2266397453,14.235634934310117,High Service
40,436009.61319825693,3.909128029611075e-06,99.99999609087197,1744038.4527930287,12.3441092157407,High Service
41,370501.2323455482,0.0001168087383801586,99.99988319126162,1482004.9293821938,10.843945844484184,High Service
42,84350.8089741066,17.511877804438942,82.48812219556105,337403.2358964266,3.0710140772872747,Low Cost
43,185370.51217460565,0.43443385555035025,99.56556614444965,741482.0486984231,5.925832974725806,High Service
44,94707.46604488115,12.580868832989573,87.41913116701043,378829.8641795249,3.221906014757711,Low Cost
45,268780.7524705743,0.01302349075401721,99.98697650924598,1075123.0098822974,7.583103100862904,High Service
46,123661.64248665684,5.235813064305054,94.76418693569495,494646.5699466276,4.162117206303785,Low Cost
47,541835.4426522142,1.1120828147248574e-08,99.99999998887917,2167341.7706088573,15.723082026672225,High Service
48,340975.5349879259,0.0006281422986231799,99.99937185770138,1363902.1399517038,10.181662630762009,High Service
49,198166.8715357164,0.1441007482940021,99.85589925170599,792667.4861428661,5.981393433111462,High Service
50,220892.27745453658,0.0479976509556429,99.95200234904435,883569.1098181467,6.5035630337638795,High Service
51,363184.68208666897,0.0001507752847035304,99.99984922471529,1452738.728346677,10.697180041777768,High Service
52,426670.23499368405,7.1491121933497945e-06,99.9999928508878,1706680.939974737,12.438643975127018,High Service
53,289922.04733306216,0.008866796574922287,99.99113320342508,1159688.1893322489,8.412546822391782,High Service
54,192844.36832937828,0.31463979561001887,99.68536020438998,771377.4733175135,5.771097097598983,High Service
55,556489.5943466506,7.0996142298440645e-09,99.99999999290038,2225958.3773866035,16.80889984962127,High Service
56,630609.2699664355,7.091538467562941e-10,99.99999999929085,2522437.0798657434,18.449653731048073,High Service
57,161258.20357944316,0.9327720278205137,99.06722797217948,645032.8143177727,4.91248384396934,High Service
58,392087.5175093075,1.617761746897095e-05,99.99998382238253,1568350.0700372304,11.138900496728795,High Service
59,107207.51882452324,9.097452119382725,90.90254788061728,428830.0752980932,3.4806570272449022,Low Cost
60,108335.70127163528,8.234780956334177,91.76521904366582,433342.80508654134,3.4996791176356736,Low Cost
61,282880.94374531443,0.009368486790869435,99.99063151320912,1131523.7749812584,8.174361582381675,High Service
62,215800.6494951452,0.060216367490941176,99.93978363250906,863202.5979805813,6.336271483613956,High Service
63,75582.16413422333,20.926367220652363,79.07363277934763,302328.6565368935,2.962884281981796,Low Cost
64,77739.10237328609,20.614890399148855,79.38510960085114,310956.4094931446,3.015813961501468,Low Cost
65,124471.08468423429,4.353619584485518,95.64638041551449,497884.33873693726,3.8709581393620525,Balanced
66,275508.6992584561,0.01032514116959149,99.98967485883041,1102034.7970338252,7.961633941075343,High Service
67,350853.03714921454,0.00025341619784458036,99.99974658380215,1403412.148596859,10.70285128902552,High Service
68,462593.0336675956,7.125796908091786e-07,99.99999928742031,1850372.1346703833,13.98048035565937,High Service
69,587988.0438833579,1.5551931964452592e-09,99.9999999984448,2351952.175533433,17.176410967291936,High Service
70,61536.27892395208,29.909174841799175,70.09082515820081,246145.11569580852,2.7157763576454275,Low Cost
71,420580.5922874852,8.208719321500801e-06,99.99999179128068,1682322.369149942,12.425642281881675,High Service
72,115088.73806090432,6.538263666457316,93.46173633354269,460354.9522436175,4.0014789311853525,Low Cost
73,449046.3185623294,1.8552214248179766e-06,99.99999814477857,1796185.2742493185,13.724557081338414,High Service
74,457757.3354092924,1.7491867659868987e-06,99.99999825081323,1831029.3416371706,13.817244750132843,High Service
75,154451.12500250977,1.478405298382448,98.52159470161756,617804.5000100393,4.72343266260402,High Service
76,140678.73249948298,2.399480425522384,97.60051957447762,562714.929997932,4.441817014305775,Balanced
77,73540.49015471252,22.353504882334207,77.6464951176658,294161.9606188503,2.860412953500605,Low Cost
78,443927.787703243,2.7261275126200246e-06,99.99999727387248,1775711.1508129735,13.741254211771993,High Service
79,74291.74528471997,22.05393882159237,77.94606117840763,297166.98113888013,2.783721368343982,Low Cost
80,127720.87526955879,3.889378224166482,96.11062177583352,510883.5010782354,4.172122631079953,Balanced
